"","Name","year","Adm_Rate","Avg_Price_Pub","Avg_Price_Priv","Grad_Rate","Grad_White","Grad_Black","Grad_Asian","Grad_Hispanic","Grad_Aian","Grad_White_2010","Grad_Black_2010","Grad_Asian_2010","Grad_Hispanic_2010","Grad_Aian_2010","yeartreat","post"
"1900","Lewis & Clark College",2000,NA,NA,NA,0.7098,0.72,0.8333,0.6757,0.8333,0.5,0.72,0.8333,0.6757,0.8333,0.5,NA,0
"1901","Lewis & Clark College",2001,NA,NA,NA,0.6972,0.6942,1,0.8148,0.6,0.8333,0.6942,1,0.8148,0.6,0.8333,NA,0
"1902","Lewis & Clark College",2002,0.7931,NA,NA,0.706,0.6996,1,0.7308,0.625,0.8571,0.6996,1,0.7308,0.625,0.8571,NA,0
"1903","Lewis & Clark College",2003,0.6798,NA,NA,0.7078,0.7492,0.3333,0.7813,0.2667,0.5,0.7492,0.3333,0.7813,0.2667,0.5,NA,0
"1904","Lewis & Clark College",2004,0.6602,NA,NA,0.785,0.7863,0.8,0.9091,0.6471,0.5,0.7863,0.8,0.9091,0.6471,0.5,NA,0
"1905","Lewis & Clark College",2005,0.6451,NA,NA,0.7598,0.7527,1,0.8966,0.6207,0.5,0.7527,1,0.8966,0.6207,0.5,NA,0
"1906","Lewis & Clark College",2006,0.6451,NA,NA,0.7306,0.7493,0.8,0.7619,0.3889,0.3333,NA,NA,NA,NA,NA,NA,0
"1907","Lewis & Clark College",2007,0.5841,NA,NA,0.7618,0.7752,0.75,0.8286,0.7083,1,NA,NA,NA,NA,NA,NA,0
"1908","Lewis & Clark College",2008,0.5603,NA,NA,0.7451,0.7404,1,0.8125,0.7037,1,NA,NA,NA,NA,NA,NA,0
"1909","Lewis & Clark College",2009,0.5813,NA,NA,0.7921,0.8068,0.5,0.8148,0.7742,1,NA,NA,NA,NA,NA,NA,0
"1910","Lewis & Clark College",2010,0.6453,NA,28586,0.7247,0.688,0.7857,0.7949,0.7576,0.625,NA,NA,NA,NA,NA,NA,0
"1911","Lewis & Clark College",2011,NA,NA,26077,0.7882,0.8135,0.4,0.6667,0.7059,1,NA,NA,NA,NA,NA,NA,0
"1912","Lewis & Clark College",2012,0.6602,NA,26294,0.8007,0.8067,0.8182,0.8333,0.7627,0,NA,NA,NA,NA,NA,NA,0
"1913","Lewis & Clark College",2013,0.642,NA,23842,0.75,0.732,0.8571,0.8182,0.775,NA,NA,NA,NA,NA,NA,NA,0
"1914","Lewis & Clark College",2014,0.6285,NA,32527,0.7696,0.7785,0.4286,0.7931,0.6939,0.6667,NA,NA,NA,NA,NA,NA,0
"1915","Loyola Marymount University",1997,NA,NA,NA,0.7033,0.7412,0.631,0.6692,0.7184,0.6,0.7412,0.631,0.6692,0.7184,0.6,NA,0
"1916","Loyola Marymount University",1998,NA,NA,NA,0.7332,0.7392,0.6935,0.7762,0.7396,0.8571,0.7392,0.6935,0.7762,0.7396,0.8571,NA,0
"1917","Loyola Marymount University",1999,NA,NA,NA,0.7391,0.7341,0.6471,0.8219,0.7539,0.5455,0.7341,0.6471,0.8219,0.7539,0.5455,NA,0
"1918","Loyola Marymount University",2000,NA,NA,NA,0.7601,0.7697,0.7167,0.7833,0.7586,0.6,0.7697,0.7167,0.7833,0.7586,0.6,NA,0
"1919","Loyola Marymount University",2001,NA,NA,NA,0.749,0.7417,0.726,0.8169,0.7545,0.6667,0.7417,0.726,0.8169,0.7545,0.6667,NA,0
"1920","Loyola Marymount University",2002,0.5953,NA,NA,0.7556,0.7458,0.7529,0.7342,0.8059,1,0.7458,0.7529,0.7342,0.8059,1,NA,0
"1921","Loyola Marymount University",2003,0.5644,NA,NA,0.7947,0.7868,0.7568,0.822,0.8186,0.8333,0.7868,0.7568,0.822,0.8186,0.8333,NA,0
"1922","Loyola Marymount University",2004,0.5832,NA,NA,0.7986,0.8075,0.661,0.8246,0.8034,0.9286,0.8075,0.661,0.8246,0.8034,0.9286,NA,0
"1923","Loyola Marymount University",2005,0.5976,NA,NA,0.7971,0.7942,0.7768,0.8502,0.7905,0.375,0.7942,0.7768,0.8502,0.7905,0.375,NA,0
"1924","Loyola Marymount University",2006,0.5647,NA,NA,0.7696,0.755,0.757,0.7394,0.8204,0.6667,NA,NA,NA,NA,NA,NA,0
"1925","Loyola Marymount University",2007,0.5343,NA,NA,0.7516,0.7386,0.6667,0.6847,0.8244,0.625,NA,NA,NA,NA,NA,NA,0
"1926","Loyola Marymount University",2008,0.5222,NA,NA,0.7583,0.7434,0.6154,0.7851,0.8023,0.6667,NA,NA,NA,NA,NA,NA,0
"1927","Loyola Marymount University",2009,0.5011,NA,NA,0.7776,0.7715,0.7324,0.8235,0.7887,0,NA,NA,NA,NA,NA,NA,0
"1928","Loyola Marymount University",2010,0.5916,NA,32072,0.7916,0.7962,0.7246,0.7755,0.8145,0.5,NA,NA,NA,NA,NA,NA,0
"1929","Loyola Marymount University",2011,0.5394,NA,34474,0.8316,0.8306,0.7879,0.8993,0.8328,NA,NA,NA,NA,NA,NA,NA,0
"1930","Loyola Marymount University",2012,0.5344,NA,31999,0.7911,0.786,0.72,0.8356,0.8167,1,NA,NA,NA,NA,NA,NA,0
"1931","Loyola Marymount University",2013,0.5016,NA,36398,0.8358,0.8183,0.8242,0.8621,0.8623,0.75,NA,NA,NA,NA,NA,NA,0
"1932","Loyola Marymount University",2014,0.5412,NA,34879,0.799,0.8089,0.8182,0.7933,0.795,1,NA,NA,NA,NA,NA,NA,0
"1933","Loyola University Maryland",1997,NA,NA,NA,0.7931,0.8091,0.6591,0.5385,0.8235,0.5,0.8091,0.6591,0.5385,0.8235,0.5,2011,0
"1934","Loyola University Maryland",1998,NA,NA,NA,0.8187,0.8174,0.7907,0.9375,0.8,0.5,0.8174,0.7907,0.9375,0.8,0.5,2011,0
"1935","Loyola University Maryland",1999,NA,NA,NA,0.8407,0.8448,0.7917,0.75,0.9091,NA,0.8448,0.7917,0.75,0.9091,NA,2011,0
"1936","Loyola University Maryland",2000,NA,NA,NA,0.8289,0.83,0.8438,0.7692,0.7647,NA,0.83,0.8438,0.7692,0.7647,NA,2011,0
"1937","Loyola University Maryland",2001,NA,NA,NA,0.8075,0.8142,0.6522,0.7692,1,NA,0.8142,0.6522,0.7692,1,NA,2011,0
"1938","Loyola University Maryland",2002,0.6103,NA,NA,0.8284,0.8342,0.8333,0.6,0.9,1,0.8342,0.8333,0.6,0.9,1,2011,0
"1939","Loyola University Maryland",2003,0.6117,NA,NA,0.8579,0.8579,0.9048,0.875,0.8571,NA,0.8579,0.9048,0.875,0.8571,NA,2011,0
"1940","Loyola University Maryland",2004,0.7072,NA,NA,0.8251,0.8204,0.875,0.7895,0.8667,NA,0.8204,0.875,0.7895,0.8667,NA,2011,0
"1941","Loyola University Maryland",2005,0.712,NA,NA,0.8233,0.8303,0.78,0.7895,0.88,NA,0.8303,0.78,0.7895,0.88,NA,2011,0
"1942","Loyola University Maryland",2006,0.637,NA,NA,0.8263,0.8256,0.8333,0.8571,0.8276,1,NA,NA,NA,NA,NA,2011,0
"1943","Loyola University Maryland",2007,0.6475,NA,NA,0.8414,0.857,0.814,0.6176,0.7813,1,NA,NA,NA,NA,NA,2011,0
"1944","Loyola University Maryland",2008,0.598,NA,NA,0.8437,0.8578,0.7292,0.7857,0.7619,1,NA,NA,NA,NA,NA,2011,0
"1945","Loyola University Maryland",2009,0.6873,NA,NA,0.8189,0.8393,0.7209,0.7255,0.6939,1,NA,NA,NA,NA,NA,2011,0
"1946","Loyola University Maryland",2010,0.6586,NA,25727,0.8089,0.8207,0.7368,0.76,0.7292,1,NA,NA,NA,NA,NA,2011,0
"1947","Loyola University Maryland",2011,0.5532,NA,28393,0.8312,0.8437,0.7297,0.9048,0.7922,1,NA,NA,NA,NA,NA,2011,1
"1948","Loyola University Maryland",2012,0.6341,NA,26434,0.8109,0.8106,0.766,0.8611,0.8241,1,NA,NA,NA,NA,NA,2011,1
"1949","Loyola University Maryland",2013,0.6465,NA,30917,0.7981,0.8076,0.7612,0.8108,0.7615,0.6667,NA,NA,NA,NA,NA,2011,1
"1950","Loyola University Maryland",2014,0.58,NA,36046,0.8276,0.826,0.8276,0.875,0.8198,1,NA,NA,NA,NA,NA,2011,1
"1951","Loyola University New Orleans",1997,NA,NA,NA,0.6031,0.5958,0.6458,0.7619,0.5085,0.3333,0.5958,0.6458,0.7619,0.5085,0.3333,NA,0
"1952","Loyola University New Orleans",1998,NA,NA,NA,0.5983,0.6178,0.5128,0.68,0.5893,0,0.6178,0.5128,0.68,0.5893,0,NA,0
"1953","Loyola University New Orleans",1999,NA,NA,NA,0.6395,0.6311,0.6182,0.8684,0.6522,0.3333,0.6311,0.6182,0.8684,0.6522,0.3333,NA,0
"1954","Loyola University New Orleans",2000,NA,NA,NA,0.6864,0.6963,0.6029,0.7188,0.6479,0.5,0.6963,0.6029,0.7188,0.6479,0.5,NA,0
"1955","Loyola University New Orleans",2001,NA,NA,NA,0.6293,0.6208,0.6579,0.6923,0.6087,0,0.6208,0.6579,0.6923,0.6087,0,NA,0
"1956","Loyola University New Orleans",2002,0.6941,NA,NA,0.6759,0.661,0.6462,0.8,0.6889,0.1667,0.661,0.6462,0.8,0.6889,0.1667,NA,0
"1957","Loyola University New Orleans",2003,0.6783,NA,NA,0.625,0.6129,0.6515,0.5814,0.6813,0.25,0.6129,0.6515,0.5814,0.6813,0.25,NA,0
"1958","Loyola University New Orleans",2004,0.6889,NA,NA,0.5915,0.5957,0.6081,0.6458,0.57,0.375,0.5957,0.6081,0.6458,0.57,0.375,NA,0
"1959","Loyola University New Orleans",2005,0.6792,NA,NA,0.5693,0.6016,0.5362,0.4474,0.4783,0.5556,0.6016,0.5362,0.4474,0.4783,0.5556,NA,0
"1960","Loyola University New Orleans",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1961","Loyola University New Orleans",2007,0.5796,NA,NA,0.5891,0.5825,0.4688,0.6389,0.7541,NA,NA,NA,NA,NA,NA,NA,0
"1962","Loyola University New Orleans",2008,0.6148,NA,NA,0.5486,0.6014,0.4857,0.5652,0.45,0,NA,NA,NA,NA,NA,NA,0
"1963","Loyola University New Orleans",2009,0.605,NA,NA,0.6194,0.6266,0.5155,0.7143,0.6164,0.8,NA,NA,NA,NA,NA,NA,0
"1964","Loyola University New Orleans",2010,0.5841,NA,11187,0.6583,0.677,0.5946,0.8043,0.67,0.1667,NA,NA,NA,NA,NA,NA,0
"1965","Loyola University New Orleans",2011,0.5664,NA,18868,0.5539,0.5833,0.458,0.6667,0.5354,0.5,NA,NA,NA,NA,NA,NA,0
"1966","Loyola University New Orleans",2012,0.6488,NA,21386,0.5623,0.5672,0.4861,0.8,0.5909,0.5,NA,NA,NA,NA,NA,NA,0
"1967","Loyola University New Orleans",2013,0.6563,NA,23155,0.6104,0.6478,0.5263,0.561,0.625,0.5,NA,NA,NA,NA,NA,NA,0
"1968","Loyola University New Orleans",2014,0.8707,NA,21546,0.623,0.6493,0.6148,0.7059,0.6071,1,NA,NA,NA,NA,NA,NA,0
"1969","Macalester College",1997,NA,NA,NA,0.8248,0.8165,0.9444,0.9333,0.5714,0,0.8165,0.9444,0.9333,0.5714,0,NA,0
"1970","Macalester College",1998,NA,NA,NA,0.8178,0.8242,0.8125,0.8421,0.7059,0,0.8242,0.8125,0.8421,0.7059,0,NA,0
"1971","Macalester College",1999,NA,NA,NA,0.8129,0.8352,0.8,0.6316,0.5385,0,0.8352,0.8,0.6316,0.5385,0,NA,0
"1972","Macalester College",2000,NA,NA,NA,0.8478,0.8645,0.8095,0.7879,0.6875,0.5714,0.8645,0.8095,0.7879,0.6875,0.5714,NA,0
"1973","Macalester College",2001,NA,NA,NA,0.8546,0.8512,0.875,0.85,0.8462,0.4,0.8512,0.875,0.85,0.8462,0.4,NA,0
"1974","Macalester College",2002,0.5299,NA,NA,0.8614,0.8628,0.7778,0.8696,0.4615,0.75,0.8628,0.7778,0.8696,0.4615,0.75,NA,0
"1975","Macalester College",2003,0.4425,NA,NA,0.8727,0.8806,0.8,0.8889,0.75,0.625,0.8806,0.8,0.8889,0.75,0.625,NA,0
"1976","Macalester College",2004,0.4423,NA,NA,0.8596,0.8673,0.8,0.88,0.75,0.5,0.8673,0.8,0.88,0.75,0.5,NA,0
"1977","Macalester College",2005,0.3873,NA,NA,0.8763,0.8692,0.871,0.8298,0.8462,1,0.8692,0.871,0.8298,0.8462,1,NA,0
"1978","Macalester College",2006,0.4387,NA,NA,0.8717,0.8807,0.75,0.8947,0.8065,1,NA,NA,NA,NA,NA,NA,0
"1979","Macalester College",2007,0.3898,NA,NA,0.8982,0.8839,0.9545,0.8913,0.9286,1,NA,NA,NA,NA,NA,NA,0
"1980","Macalester College",2008,0.4057,NA,NA,0.8742,0.8869,0.8696,0.75,0.8571,1,NA,NA,NA,NA,NA,NA,0
"1981","Macalester College",2009,0.4114,NA,NA,0.9017,0.9104,0.6667,0.85,0.9259,1,NA,NA,NA,NA,NA,NA,0
"1982","Macalester College",2010,0.462,NA,23430,0.8954,0.9003,0.9167,0.8261,0.9615,0.75,NA,NA,NA,NA,NA,NA,0
"1983","Macalester College",2011,0.4255,NA,21589,0.8816,0.8916,0.7143,0.7857,0.9,0.5,NA,NA,NA,NA,NA,NA,0
"1984","Macalester College",2012,0.3497,NA,22271,0.8724,0.8742,0.9167,0.871,0.875,0,NA,NA,NA,NA,NA,NA,0
"1985","Macalester College",2013,0.3672,NA,23540,0.8951,0.8861,0.8333,0.9545,0.8571,NA,NA,NA,NA,NA,NA,NA,0
"1986","Macalester College",2014,0.3416,NA,22653,0.9079,0.9162,0.9333,0.8649,0.8929,1,NA,NA,NA,NA,NA,NA,0
"1987","Manhattanville College",1997,NA,NA,NA,0.5203,0.5541,0.4706,0.4667,0.5581,0.6667,0.5541,0.4706,0.4667,0.5581,0.6667,2012,0
"1988","Manhattanville College",1998,NA,NA,NA,0.5782,0.6164,0.5926,0.6429,0.5357,NA,0.6164,0.5926,0.6429,0.5357,NA,2012,0
"1989","Manhattanville College",1999,NA,NA,NA,0.5976,0.6196,0.55,0.3636,0.55,NA,0.6196,0.55,0.3636,0.55,NA,2012,0
"1990","Manhattanville College",2000,NA,NA,NA,0.5814,0.5565,0.625,0.5,0.675,NA,0.5565,0.625,0.5,0.675,NA,2012,0
"1991","Manhattanville College",2001,NA,NA,NA,0.6055,0.6017,0.5185,0.625,0.5846,1,0.6017,0.5185,0.625,0.5846,1,2012,0
"1992","Manhattanville College",2002,0.5786,NA,NA,0.6188,0.5885,0.6923,0.8571,0.6491,1,0.5885,0.6923,0.8571,0.6491,1,2012,0
"1993","Manhattanville College",2003,0.3657,NA,NA,0.5952,0.5984,0.6552,0.4167,0.6452,0.5,0.5984,0.6552,0.4167,0.6452,0.5,2012,0
"1994","Manhattanville College",2004,0.5909,NA,NA,0.5758,0.6125,0.4583,0.48,0.569,0.5,0.6125,0.4583,0.48,0.569,0.5,2012,0
"1995","Manhattanville College",2005,0.5621,NA,NA,0.6267,0.6023,0.5667,0.5556,0.7262,0.5556,0.6023,0.5667,0.5556,0.7262,0.5556,2012,0
"1996","Manhattanville College",2006,0.5939,NA,NA,0.5632,0.5823,0.4412,0.3333,0.5676,1,NA,NA,NA,NA,NA,2012,0
"1997","Manhattanville College",2007,0.5277,NA,NA,0.5779,0.5606,0.5625,0.3529,0.6582,0.3333,NA,NA,NA,NA,NA,2012,0
"1998","Manhattanville College",2008,0.4968,NA,NA,0.5832,0.559,0.5714,0.4,0.5781,0,NA,NA,NA,NA,NA,2012,0
"1999","Manhattanville College",2009,0.5158,NA,NA,0.6071,0.5785,0.5952,0.5714,0.6506,0,NA,NA,NA,NA,NA,2012,0
"2000","Manhattanville College",2010,0.5264,NA,20578,0.5735,0.5396,0.4783,0.6364,0.6226,0,NA,NA,NA,NA,NA,2012,0
"2001","Manhattanville College",2011,0.5264,NA,10655,0.4813,0.5176,0.4043,0.4167,0.4545,0.3333,NA,NA,NA,NA,NA,2012,0
"2002","Manhattanville College",2012,0.6016,NA,21854,0.546,0.5882,0.45,0.35,0.5098,1,NA,NA,NA,NA,NA,2012,1
"2003","Manhattanville College",2013,0.6929,NA,22025,0.5932,0.7143,0.6875,1,0.5667,NA,NA,NA,NA,NA,NA,2012,1
"2004","Manhattanville College",2014,0.7674,NA,22836,0.6043,0.622,0.4355,0.8333,0.5942,0,NA,NA,NA,NA,NA,2012,1
"2005","Marquette University",1997,NA,NA,NA,0.7613,0.7767,0.6724,0.6613,0.7273,0.5,0.7767,0.6724,0.6613,0.7273,0.5,NA,0
"2006","Marquette University",1998,NA,NA,NA,0.7635,0.7797,0.6087,0.6623,0.7391,1,0.7797,0.6087,0.6623,0.7391,1,NA,0
"2007","Marquette University",1999,NA,NA,NA,0.7699,0.793,0.5479,0.6712,0.6984,0.5,0.793,0.5479,0.6712,0.6984,0.5,NA,0
"2008","Marquette University",2000,NA,NA,NA,0.8029,0.8143,0.5469,0.8108,0.7797,1,0.8143,0.5469,0.8108,0.7797,1,NA,0
"2009","Marquette University",2001,NA,NA,NA,0.7809,0.7931,0.6719,0.7349,0.7222,0.5,0.7931,0.6719,0.7349,0.7222,0.5,NA,0
"2010","Marquette University",2002,0.8278,NA,NA,0.7503,0.7681,0.4605,0.7123,0.7042,0.6667,0.7681,0.4605,0.7123,0.7042,0.6667,NA,0
"2011","Marquette University",2003,0.8249,NA,NA,0.7645,0.7859,0.6279,0.6279,0.6625,0.6,0.7859,0.6279,0.6279,0.6625,0.6,NA,0
"2012","Marquette University",2004,0.8966,NA,NA,0.7986,0.8137,0.6,0.7714,0.6563,1,0.8137,0.6,0.7714,0.6563,1,NA,0
"2013","Marquette University",2005,0.6712,NA,NA,0.8097,0.8235,0.6885,0.7297,0.7368,0.8571,0.8235,0.6885,0.7297,0.7368,0.8571,NA,0
"2014","Marquette University",2006,0.7013,NA,NA,0.8141,0.8259,0.7067,0.8111,0.7451,0.5,NA,NA,NA,NA,NA,NA,0
"2015","Marquette University",2007,0.6994,NA,NA,0.8013,0.8273,0.5978,0.717,0.7273,0.6667,NA,NA,NA,NA,NA,NA,0
"2016","Marquette University",2008,0.6733,NA,NA,0.7824,0.8,0.6222,0.7468,0.7423,0.8,NA,NA,NA,NA,NA,NA,0
"2017","Marquette University",2009,0.6519,NA,NA,0.7928,0.8135,0.6988,0.6712,0.693,0.4615,NA,NA,NA,NA,NA,NA,0
"2018","Marquette University",2010,0.6553,NA,24195,0.7974,0.813,0.6413,0.7353,0.7899,0.75,NA,NA,NA,NA,NA,NA,0
"2019","Marquette University",2011,0.6221,NA,25635,0.8056,0.8294,0.5612,0.8125,0.755,1,NA,NA,NA,NA,NA,NA,0
"2020","Marquette University",2012,0.5684,NA,27351,0.8031,0.8187,0.7347,0.7451,0.7877,0.25,NA,NA,NA,NA,NA,NA,0
"2021","Marquette University",2013,0.5521,NA,28507,0.8469,0.8673,0.8152,0.8421,0.75,0.6,NA,NA,NA,NA,NA,NA,0
"2022","Marquette University",2014,0.5745,NA,28920,0.8165,0.8325,0.65,0.8605,0.779,0.8,NA,NA,NA,NA,NA,NA,0
"2023","Massachusetts Institute of Technology",1997,NA,NA,NA,0.9089,0.9387,0.726,0.9627,0.813,0.7143,0.9387,0.726,0.9627,0.813,0.7143,NA,0
"2024","Massachusetts Institute of Technology",1998,NA,NA,NA,0.9212,0.9405,0.9063,0.9393,0.819,0.7308,0.9405,0.9063,0.9393,0.819,0.7308,NA,0
"2025","Massachusetts Institute of Technology",1999,NA,NA,NA,0.9242,0.9505,0.8197,0.9544,0.8091,0.8095,0.9505,0.8197,0.9544,0.8091,0.8095,NA,0
"2026","Massachusetts Institute of Technology",2000,NA,NA,NA,0.9409,0.9593,0.8592,0.9743,0.8739,0.7931,0.9593,0.8592,0.9743,0.8739,0.7931,NA,0
"2027","Massachusetts Institute of Technology",2001,NA,NA,NA,0.9307,0.9424,0.8226,0.9718,0.8582,0.8667,0.9424,0.8226,0.9718,0.8582,0.8667,NA,0
"2028","Massachusetts Institute of Technology",2002,0.1704,NA,NA,0.926,0.9269,0.8689,0.9567,0.8349,0.8333,0.9269,0.8689,0.9567,0.8349,0.8333,NA,0
"2029","Massachusetts Institute of Technology",2003,0.1617,NA,NA,0.9355,0.9618,0.8095,0.9783,0.8396,0.8667,0.9618,0.8095,0.9783,0.8396,0.8667,NA,0
"2030","Massachusetts Institute of Technology",2004,0.1645,NA,NA,0.9136,0.9402,0.7213,0.9544,0.8413,0.625,NA,NA,NA,NA,NA,NA,0
"2031","Massachusetts Institute of Technology",2005,0.1591,NA,NA,0.9294,0.9381,0.8361,0.9751,0.84,0.85,NA,NA,NA,NA,NA,NA,0
"2032","Massachusetts Institute of Technology",2006,0.1431,NA,NA,0.9286,0.9415,0.8333,0.9793,0.8835,0.6923,NA,NA,NA,NA,NA,NA,0
"2033","Massachusetts Institute of Technology",2007,0.1331,NA,NA,0.9281,0.9357,0.8442,0.9593,0.879,0.8,NA,NA,NA,NA,NA,NA,0
"2034","Massachusetts Institute of Technology",2008,0.1248,NA,NA,0.9307,0.9466,0.8041,0.9811,0.8712,1,NA,NA,NA,NA,NA,NA,0
"2035","Massachusetts Institute of Technology",2009,0.1186,NA,NA,0.913,0.922,0.8191,0.9522,0.8716,0.6667,NA,NA,NA,NA,NA,NA,0
"2036","Massachusetts Institute of Technology",2010,0.107,NA,20285,0.9193,0.9333,0.8721,0.9667,0.8089,0.625,NA,NA,NA,NA,NA,NA,0
"2037","Massachusetts Institute of Technology",2011,0.1008,NA,20300,0.9276,0.9255,0.8824,0.9547,0.8903,0.25,NA,NA,NA,NA,NA,NA,0
"2038","Massachusetts Institute of Technology",2012,0.0973,NA,22488,0.9383,0.9634,0.85,0.9382,0.9037,1,NA,NA,NA,NA,NA,NA,0
"2039","Massachusetts Institute of Technology",2013,0.0895,NA,21467,0.9416,0.9516,0.8923,0.9599,0.9032,NA,NA,NA,NA,NA,NA,NA,0
"2040","Massachusetts Institute of Technology",2014,0.0815,NA,21816,0.954,0.9467,0.9808,0.965,0.9194,0.75,NA,NA,NA,NA,NA,NA,0
"2041","Michigan State University",1997,NA,NA,NA,0.6904,0.7128,0.5349,0.6512,0.5664,0.525,0.7128,0.5349,0.6512,0.5664,0.525,NA,0
"2042","Michigan State University",1998,NA,NA,NA,0.6949,0.7205,0.5453,0.6996,0.522,0.4255,0.7205,0.5453,0.6996,0.522,0.4255,NA,0
"2043","Michigan State University",1999,NA,NA,NA,0.7119,0.7464,0.5361,0.6528,0.4909,0.4524,0.7464,0.5361,0.6528,0.4909,0.4524,NA,0
"2044","Michigan State University",2000,NA,NA,NA,0.7375,0.7719,0.5623,0.7196,0.548,0.3922,0.7719,0.5623,0.7196,0.548,0.3922,NA,0
"2045","Michigan State University",2001,NA,NA,NA,0.7395,0.778,0.5352,0.7275,0.5799,0.5349,0.778,0.5352,0.7275,0.5799,0.5349,NA,0
"2046","Michigan State University",2002,0.6509,NA,NA,0.7421,0.776,0.5894,0.7299,0.5541,0.4478,0.776,0.5894,0.7299,0.5541,0.4478,NA,0
"2047","Michigan State University",2003,0.6734,NA,NA,0.7519,0.79,0.5456,0.75,0.5865,0.6296,0.79,0.5456,0.75,0.5865,0.6296,NA,0
"2048","Michigan State University",2004,0.7084,NA,NA,0.7698,0.8079,0.5865,0.7311,0.5493,0.5319,0.8079,0.5865,0.7311,0.5493,0.5319,NA,0
"2049","Michigan State University",2005,0.7943,NA,NA,0.7704,0.7979,0.585,0.7958,0.6404,0.6458,0.7979,0.585,0.7958,0.6404,0.6458,NA,0
"2050","Michigan State University",2006,0.7639,NA,NA,0.7709,0.8053,0.5544,0.7755,0.6161,0.6667,NA,NA,NA,NA,NA,NA,0
"2051","Michigan State University",2007,0.7333,NA,NA,0.7913,0.8273,0.5993,0.8041,0.5517,0.5278,NA,NA,NA,NA,NA,NA,0
"2052","Michigan State University",2008,0.7383,NA,NA,0.7736,0.8112,0.5637,0.7718,0.6595,0.7097,NA,NA,NA,NA,NA,NA,0
"2053","Michigan State University",2009,0.7003,NA,NA,0.7886,0.8294,0.579,0.7791,0.6602,0.64,NA,NA,NA,NA,NA,NA,0
"2054","Michigan State University",2010,0.7242,13746,NA,0.7717,0.8051,0.5933,0.8017,0.6106,0.5806,NA,NA,NA,NA,NA,NA,0
"2055","Michigan State University",2011,0.6998,14137,NA,0.7826,0.822,0.5912,0.7628,0.679,0.7143,NA,NA,NA,NA,NA,NA,0
"2056","Michigan State University",2012,0.7294,14568,NA,0.7934,0.8224,0.6515,0.8026,0.6901,0.4667,NA,NA,NA,NA,NA,NA,0
"2057","Michigan State University",2013,0.7056,15897,NA,0.7995,0.8244,0.6614,0.8379,0.6529,0.7143,NA,NA,NA,NA,NA,NA,0
"2058","Michigan State University",2014,0.6865,16507,NA,0.8073,0.843,0.6093,0.8042,0.6869,0.6667,NA,NA,NA,NA,NA,NA,0
"2059","Middlebury College",1997,NA,NA,NA,0.9002,0.9169,0.7059,0.9286,0.9143,1,0.9169,0.7059,0.9286,0.9143,1,NA,0
"2060","Middlebury College",1998,NA,NA,NA,0.9162,0.9279,0.75,0.9524,0.8462,1,0.9279,0.75,0.9524,0.8462,1,NA,0
"2061","Middlebury College",1999,NA,NA,NA,0.8988,0.9148,0.8667,0.75,0.8889,0.75,0.9148,0.8667,0.75,0.8889,0.75,NA,0
"2062","Middlebury College",2000,NA,NA,NA,0.9385,0.9368,0.75,0.9697,0.9394,1,0.9368,0.75,0.9697,0.9394,1,NA,0
"2063","Middlebury College",2001,NA,NA,NA,0.9396,0.9501,0.7273,0.9688,0.875,1,0.9501,0.7273,0.9688,0.875,1,NA,0
"2064","Middlebury College",2002,0.2261,NA,NA,0.9137,0.9371,0.75,0.8448,0.8444,1,0.9371,0.75,0.8448,0.8444,1,NA,0
"2065","Middlebury College",2003,0.2748,NA,NA,0.93,0.9276,0.7857,0.9459,0.8462,0.8571,0.9276,0.7857,0.9459,0.8462,0.8571,NA,0
"2066","Middlebury College",2004,0.2379,NA,NA,0.9171,0.9179,0.6667,0.9683,0.9388,1,0.9179,0.6667,0.9683,0.9388,1,NA,0
"2067","Middlebury College",2005,0.2255,NA,NA,0.9096,0.9095,0.9444,0.9429,0.8,1,NA,NA,NA,NA,NA,NA,0
"2068","Middlebury College",2006,0.2362,NA,NA,0.9295,0.9343,0.6875,0.9767,0.9048,0.8,NA,NA,NA,NA,NA,NA,0
"2069","Middlebury College",2007,0.2164,NA,NA,0.9377,0.951,0.7778,0.8947,0.8286,1,NA,NA,NA,NA,NA,NA,0
"2070","Middlebury College",2008,0.2158,NA,NA,0.936,0.9382,0.9412,0.9444,0.9615,0,NA,NA,NA,NA,NA,NA,0
"2071","Middlebury College",2009,0.206,NA,NA,0.941,0.9431,0.9048,0.9348,0.925,1,NA,NA,NA,NA,NA,NA,0
"2072","Middlebury College",2010,0.2047,NA,23389,0.9436,0.9571,1,0.9211,0.9565,0.5,NA,NA,NA,NA,NA,NA,0
"2073","Middlebury College",2011,0.1722,NA,25908,0.9341,0.9448,0.7895,1,0.8947,0,NA,NA,NA,NA,NA,NA,0
"2074","Middlebury College",2012,0.1722,NA,26833,0.9452,0.9567,1,0.925,0.9592,1,NA,NA,NA,NA,NA,NA,0
"2075","Middlebury College",2013,0.1832,NA,27214,0.9112,0.9149,0.8421,0.9524,0.9512,1,NA,NA,NA,NA,NA,NA,0
"2076","Middlebury College",2014,0.1716,NA,25025,0.9275,0.9454,0.8966,0.9362,0.942,1,NA,NA,NA,NA,NA,NA,0
"2077","Mills College",1997,NA,NA,NA,0.5974,0.5417,0.7692,0.7143,0.6667,1,0.5417,0.7692,0.7143,0.6667,1,NA,0
